"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.843451200E1,-2.168092600E0,-1.066400573E0,-3.795755709E0,4.499510763E0
2.844451800E1,-2.737741798E0,-1.441287203E0,-3.270834203E0,4.502321105E0
2.845452500E1,-2.920640949E0,-1.576020500E0,-3.131923070E0,4.563214469E0
2.846453100E1,-3.143709303E0,-1.136861275E0,-3.257690831E0,4.667752274E0
2.847453700E1,-3.820680050E0,-8.101188648E-1,-3.387213675E0,5.169826409E0
2.848454400E1,-4.347507749E0,-9.241851783E-1,-3.610715307E0,5.726448017E0
2.849455000E1,-5.130362216E0,-1.101720094E0,-3.823957415E0,6.492846367E0
2.850455700E1,-5.547723606E0,-1.175230705E0,-4.236509469E0,7.078588623E0
2.851456300E1,-5.823826790E0,-1.391164870E0,-4.761581833E0,7.650160765E0
2.852456900E1,-4.692582350E0,-1.429899750E0,-4.984071897E0,6.993276420E0
2.853457600E1,-2.387498258E0,-1.062836695E0,-4.177363129E0,4.927487441E0
2.854458200E1,2.843167681E-1,-4.478429246E-1,-2.849043548E0,2.898007668E0
2.855458800E1,2.675315461E0,6.278968209E-1,-1.216527835E0,3.005246614E0
2.856459500E1,4.775471017E0,1.817544420E0,-9.906118870E-2,5.110616819E0
2.857460100E1,6.743324840E0,2.466835034E0,-4.236541629E-1,7.192856723E0
2.858460700E1,8.545007519E0,2.501977969E0,-7.794665909E-1,8.937819388E0
2.859461400E1,9.420370785E0,1.704241753E0,6.152089477E-2,9.573484763E0
2.860462000E1,8.255921177E0,2.756354070E-1,2.062325240E0,8.514070398E0
2.861462700E1,6.948887799E0,-2.457146198E-1,2.952074411E0,7.553950003E0
2.862463300E1,6.634571307E0,5.913417828E-1,2.781794136E0,7.218420890E0
2.863463900E1,6.314508170E0,1.248641328E0,3.272189587E0,7.220757806E0
2.864464600E1,6.336036449E0,1.596732507E0,4.106415353E0,7.717354445E0
2.865465200E1,5.786859523E0,2.727272358E0,4.923119352E0,8.072351690E0
2.866465800E1,4.850021555E0,4.341528971E0,5.380678010E0,8.445311050E0
2.867466500E1,4.789732668E0,5.368912827E0,4.438170581E0,8.453645491E0
2.868467100E1,4.874133718E0,6.149681008E0,2.318358441E0,8.182331078E0
2.869467800E1,5.295670019E0,5.693629178E0,4.887804508E-2,7.775855145E0
2.870468354E1,5.173011222E0,4.642898851E0,-2.474097860E0,7.378191856E0
2.871468954E1,4.646774678E0,4.168898115E0,-4.762400444E0,7.851922337E0
2.872469654E1,4.123084303E0,4.436848818E0,-6.129312233E0,8.617071431E0
2.873470254E1,3.381879845E0,4.745989063E0,-6.978665330E0,9.091935617E0
2.874470854E1,2.886112556E0,4.897878091E0,-7.161558634E0,9.143674182E0
2.875471554E1,2.682142670E0,5.353359818E0,-7.109255290E0,9.294829823E0
2.876472154E1,2.074003299E0,5.477344764E0,-7.256736102E0,9.325396195E0
2.877472754E1,1.649730501E0,4.314255803E0,-6.829153780E0,8.244498481E0
2.878473454E1,1.218499516E0,3.020830066E0,-5.726081225E0,6.587728102E0
2.879474054E1,1.118706256E0,1.890477764E0,-4.557415189E0,5.059193915E0
2.880474754E1,9.197187826E-1,8.617795267E-1,-3.888217145E0,4.087392709E0
2.881475354E1,6.666705850E-1,5.120653792E-1,-3.459936665E0,3.560592977E0
2.882475954E1,8.000825576E-1,5.913868064E-1,-3.111554879E0,3.266748264E0
2.883476654E1,1.690852360E0,4.959159543E-1,-2.972264262E0,3.455324758E0
2.884477254E1,1.911639276E0,2.116544424E-1,-2.348830036E0,3.035813707E0
2.885477854E1,5.401301140E-1,-1.145101830E0,-1.930019706E-1,1.280721867E0
2.886478554E1,4.719989419E-2,-2.578433822E0,-6.183752149E-1,2.651968460E0
2.887479154E1,-4.692658071E-1,-4.903172745E0,1.119821320E0,5.051268470E0
2.888479854E1,-1.333712761E0,-6.598517960E0,3.154851757E0,7.434535534E0
2.889480454E1,-2.486705334E0,-5.626418357E0,5.005219522E0,7.930479772E0
2.890481054E1,-3.058904210E0,-4.094146433E0,6.826344193E0,8.527479406E0
2.891481754E1,-2.822734293E0,-4.002681362E0,7.650819726E0,9.084290256E0
2.892482354E1,-1.707027951E0,-3.919690953E0,6.811391693E0,8.041951155E0
2.893482954E1,-7.708369777E-1,-3.469304489E0,5.260437037E0,6.348421938E0
2.894483654E1,-4.516126245E-1,-3.375757810E0,3.861776621E0,5.149078891E0
2.895484254E1,-5.449008572E-1,-3.341037628E0,2.845996563E0,4.422572308E0
2.896484854E1,-7.584139833E-1,-2.937858075E0,2.367462189E0,3.848516475E0
2.897485554E1,-9.163542947E-1,-2.429768218E0,2.022092888E0,3.291251804E0
2.898486154E1,-9.631986782E-1,-1.987797506E0,1.597185082E0,2.725819291E0
2.899486854E1,-1.007357728E0,-1.583871703E0,1.327647736E0,2.299144988E0
2.900487454E1,-1.040627800E0,-1.240770391E0,1.396510980E0,2.138377959E0
2.901488054E1,-1.194099377E0,-1.025576044E0,1.892497539E0,2.461549609E0
2.902488754E1,-1.335791446E0,-8.827301735E-1,2.107520708E0,2.646732869E0
2.903489354E1,-1.560221908E0,-9.151737419E-1,1.934722622E0,2.648582074E0
2.904489954E1,-1.779559446E0,-1.145340030E0,1.605420300E0,2.656315107E0
2.905490654E1,-1.786682524E0,-1.376943711E0,1.206529680E0,2.558109125E0
2.906491254E1,-1.591753311E0,-1.538124549E0,1.068471656E0,2.457872538E0
2.907491854E1,-1.229137647E0,-1.513953768E0,7.982232893E-1,2.107129751E0
2.908492554E1,-9.946979213E-1,-1.360600012E0,1.749457687E-1,1.694479970E0
2.909493154E1,-9.088322903E-1,-1.215897212E0,-6.151276714E-1,1.637914593E0
2.910493854E1,-9.064293770E-1,-1.097775270E0,-1.226965699E0,1.879406711E0
2.911494454E1,-9.202017626E-1,-9.347347248E-1,-1.539675962E0,2.022647363E0
2.912495054E1,-7.622621821E-1,-7.443850511E-1,-1.269455661E0,1.657308183E0
2.913495754E1,-6.124588560E-1,-7.501050898E-1,-3.797760719E-1,1.040189099E0
2.914496354E1,-7.016103297E-1,-7.230292654E-1,5.727154773E-1,1.158892312E0
2.915496954E1,-7.196507442E-1,-5.733744586E-1,9.290138090E-1,1.307563429E0
2.916497654E1,-8.264701648E-1,-5.685449508E-1,7.231877249E-1,1.236647395E0
2.917498254E1,-8.970179911E-1,-5.704485118E-1,2.312106013E-1,1.087892974E0
2.918498954E1,-9.770073165E-1,-5.428154477E-1,-3.374814069E-1,1.167512572E0
2.919499554E1,-1.171622826E0,-4.009845078E-1,-8.208005583E-1,1.485665568E0
2.920500154E1,-1.229891354E0,-1.896497619E-1,-1.130718191E0,1.681405186E0
2.921500854E1,-1.278176052E0,-1.501915812E-2,-1.235298566E0,1.777616985E0
2.922501454E1,-1.361205491E0,6.669889659E-2,-1.178009886E0,1.801398464E0
2.923502054E1,-1.420701203E0,7.678505123E-2,-9.771001410E-1,1.725981616E0
2.924502754E1,-1.485492007E0,-4.821204722E-2,-7.689831179E-1,1.673423419E0
2.925503354E1,-1.437972855E0,-1.502526847E-1,-5.758548474E-1,1.556261741E0
2.926503954E1,-1.392763060E0,-2.689011687E-1,-3.596113640E-1,1.463358163E0
2.927504654E1,-1.525081019E0,-3.796658519E-1,-9.211235762E-2,1.574326192E0
2.928505254E1,-1.513905674E0,-5.259237188E-1,9.639778197E-2,1.605552454E0
2.929505954E1,-1.459332880E0,-6.197358620E-1,1.402279258E-1,1.591662296E0
2.930506554E1,-1.485473881E0,-6.860792479E-1,8.845667839E-2,1.638646383E0
2.931507154E1,-1.520904938E0,-7.187982202E-1,2.138326764E-2,1.682343590E0
2.932507854E1,-1.510199271E0,-6.878410140E-1,2.427763939E-2,1.659643486E0
2.933508454E1,-1.426643728E0,-6.666530433E-1,9.361567676E-2,1.577498812E0
2.934509054E1,-1.421348051E0,-6.820619184E-1,1.466826671E-1,1.583336524E0
2.935509754E1,-1.567035522E0,-6.849790943E-1,2.213288069E-1,1.724466042E0
2.936510354E1,-1.652028749E0,-7.890589482E-1,2.943114138E-1,1.854301005E0
2.937510954E1,-1.772701977E0,-8.904417738E-1,3.690902853E-1,2.017817259E0
2.938511654E1,-1.869668109E0,-9.335521254E-1,4.762855357E-1,2.143367985E0
2.939512254E1,-1.833543572E0,-9.246459389E-1,4.908164513E-1,2.111339132E0
2.940512954E1,-1.877623099E0,-8.470598191E-1,4.026100338E-1,2.098826739E0
2.941513554E1,-1.794691455E0,-8.440648752E-1,2.839577490E-1,2.003495679E0
2.942514154E1,-1.705444818E0,-9.052399072E-1,2.837466645E-1,1.951541310E0
2.943514854E1,-1.708600268E0,-8.647137326E-1,3.623817748E-1,1.948939523E0
2.944515454E1,-1.766765007E0,-8.478641036E-1,3.839246714E-1,1.996930214E0
2.945516054E1,-1.879417171E0,-8.791680497E-1,3.404120314E-1,2.102623531E0
2.946516754E1,-1.970941153E0,-8.618594143E-1,2.513367176E-1,2.165774878E0
2.947517354E1,-1.961788506E0,-8.539835072E-1,2.264521372E-1,2.151553519E0
2.948518054E1,-1.817173853E0,-8.565147668E-1,2.851675379E-1,2.029053691E0
2.949518654E1,-1.703359408E0,-7.803237927E-1,3.538085872E-1,1.906703703E0
2.950519254E1,-1.588238842E0,-6.765064788E-1,3.001866961E-1,1.752220217E0
2.951519954E1,-1.405166905E0,-6.045848492E-1,3.487916762E-1,1.568971799E0
2.952520554E1,-1.309610830E0,-5.193754220E-1,4.615540606E-1,1.482519310E0
2.953521154E1,-1.207612731E0,-4.654266715E-1,5.891321200E-1,1.421980010E0
2.954521854E1,-1.057411209E0,-4.610725424E-1,6.600266862E-1,1.329037841E0
2.955522454E1,-1.019600189E0,-4.751915216E-1,6.907204753E-1,1.320032690E0
2.956523054E1,-9.557930334E-1,-5.106314957E-1,6.728630787E-1,1.275550693E0
2.957523754E1,-9.292348337E-1,-4.784776568E-1,6.312542921E-1,1.221024253E0
2.958524354E1,-8.817285454E-1,-4.069431129E-1,5.391337484E-1,1.110726395E0
2.959525054E1,-8.508048145E-1,-3.718899322E-1,4.763428384E-1,1.043586821E0
2.960525654E1,-8.229632972E-1,-3.822818962E-1,5.160834396E-1,1.043910989E0
2.961526254E1,-7.895841743E-1,-3.144053704E-1,5.972737831E-1,1.038763629E0
2.962526954E1,-7.112636442E-1,-2.309100544E-1,6.206287318E-1,9.718001068E-1
2.963527554E1,-6.935359097E-1,-2.245342505E-1,5.819698656E-1,9.327896934E-1
2.964528154E1,-7.085200576E-1,-1.993915156E-1,5.345109397E-1,9.096480600E-1
2.965528854E1,-7.003366600E-1,-1.705118251E-1,4.616423535E-1,8.559552456E-1
2.966529454E1,-6.586264242E-1,-1.409389472E-1,3.150620127E-1,7.435836371E-1
2.967530054E1,-6.689688331E-1,-7.786181599E-2,2.225912207E-1,7.093155952E-1
2.968530754E1,-6.590361679E-1,-4.353135109E-2,2.032942396E-1,6.910515154E-1
2.969531354E1,-6.919217858E-1,-3.440501690E-2,1.992052817E-1,7.208482552E-1
2.970532012E1,-6.595054069E-1,-2.146278977E-2,1.844948566E-1,6.851615760E-1
2.971532612E1,-6.288342758E-1,-6.096190095E-2,1.445425862E-1,6.481060553E-1
2.972533212E1,-6.669332711E-1,-9.231350183E-2,8.944485784E-2,6.792070033E-1
2.973533912E1,-6.848489206E-1,-1.098627502E-1,6.942633033E-2,6.970709313E-1
2.974534512E1,-6.346408533E-1,-1.220258358E-1,5.957844973E-2,6.490060931E-1
2.975535112E1,-6.126981533E-1,-1.692160821E-1,4.072527230E-2,6.369392885E-1
2.976535812E1,-5.930222726E-1,-1.771291190E-1,3.791802406E-2,6.200708969E-1
2.977536412E1,-6.692682105E-1,-1.418160295E-1,5.321200132E-2,6.861947544E-1
2.978537012E1,-6.606869830E-1,-1.536449468E-1,8.164759576E-2,6.832132823E-1
2.979537712E1,-6.178527662E-1,-1.956843808E-1,7.387664616E-2,6.522976134E-1
2.980538312E1,-6.167741011E-1,-1.734064892E-1,4.310216546E-2,6.421354210E-1
2.981539012E1,-6.153805634E-1,-1.453512561E-1,2.003782332E-2,6.326308085E-1
2.982539612E1,-5.651863101E-1,-1.712547138E-1,2.278659940E-2,5.910016677E-1
2.983540212E1,-4.987678241E-1,-1.730375299E-1,1.555435377E-1,5.503681688E-1
2.984540912E1,-4.903613918E-1,-1.699820673E-1,2.051717806E-1,5.580713729E-1
2.985541512E1,-5.571446710E-1,-1.547755060E-1,1.676268089E-1,6.020501546E-1
2.986542112E1,-5.371939346E-1,-1.968693191E-1,7.926485538E-2,5.775965456E-1
2.987542812E1,-5.245692113E-1,-1.941813540E-1,7.197162330E-2,5.639673486E-1
2.988543412E1,-5.313538818E-1,-1.788663268E-1,9.327478409E-3,5.607290901E-1
2.989544112E1,-5.413915411E-1,-1.723797181E-1,-7.000578940E-2,5.724686704E-1
2.990544712E1,-5.396119045E-1,-1.781412721E-1,-1.735096925E-1,5.941556477E-1
2.991545312E1,-4.993704893E-1,-1.421788493E-1,-2.357632434E-1,5.702368084E-1
2.992546012E1,-3.847586305E-1,-4.852604270E-2,-3.289368707E-1,5.085208408E-1
2.993546612E1,-1.479989119E-1,4.867719322E-2,-4.025392824E-1,4.316376038E-1
2.994547212E1,2.011677535E-1,2.475021136E-1,-3.362990999E-1,4.634898552E-1
2.995547912E1,2.201630183E-1,3.913906887E-1,-3.793562418E-1,5.878516684E-1
2.996548512E1,1.092283273E-1,3.364353400E-1,-3.876978797E-1,5.248135016E-1
2.997549112E1,-1.120243196E-1,1.776998073E-1,-3.215249401E-1,3.840637406E-1
2.998549812E1,-3.960639296E-1,-2.027054250E-2,-3.195515049E-1,5.093041287E-1
2.999550412E1,-5.930895156E-1,-1.929122159E-1,-2.893173069E-1,6.875134912E-1
3.000551112E1,-6.862624119E-1,-3.149485767E-1,-2.122703004E-1,7.843515694E-1
3.001551712E1,-6.943399018E-1,-4.191687638E-1,-1.898029590E-1,8.329678955E-1
3.002552312E1,-6.873565722E-1,-3.780710238E-1,-2.428342813E-1,8.211974455E-1
3.003553012E1,-5.488312094E-1,-2.505134296E-1,-3.714414507E-1,7.084782468E-1
3.004553612E1,-3.822566070E-1,-1.493694627E-1,-4.199224699E-1,5.871679748E-1
3.005554212E1,-2.972816531E-1,-4.904936850E-2,-2.403188092E-1,3.854028436E-1
3.006554912E1,-2.662898022E-1,-2.439633787E-2,5.833650112E-2,2.736943321E-1
3.007555512E1,-3.846093804E-1,-6.706347048E-2,2.188916874E-1,4.475884888E-1
3.008556112E1,-4.257126752E-1,-2.319593373E-1,2.388055497E-1,5.404299275E-1
3.009556812E1,-6.159784412E-1,-3.687797982E-1,3.720320195E-1,8.086011397E-1
3.010557412E1,-8.193752995E-1,-4.765363812E-1,4.843231183E-1,1.064439612E0
3.011558112E1,-8.405637087E-1,-5.128414509E-1,5.797625417E-1,1.142662814E0
3.012558712E1,-7.235780266E-1,-5.447309956E-1,6.451303196E-1,1.111975785E0
3.013559312E1,-4.425206427E-1,-4.600928414E-1,6.834740210E-1,9.352254697E-1
3.014560012E1,3.504038997E-1,-1.381033400E-1,8.800825542E-1,9.572882156E-1
3.015560612E1,1.223763910E0,4.830425781E-1,1.099153166E0,1.714370416E0
3.016561212E1,1.095713834E0,8.280285940E-1,1.045730665E0,1.726201837E0
3.017561912E1,6.329914999E-1,5.557690769E-1,8.031636018E-1,1.163885423E0
3.018562512E1,1.202319100E-2,7.358633190E-2,5.754432034E-1,5.802537253E-1
3.019563212E1,-5.743326710E-1,-2.827160928E-1,3.640435535E-1,7.364197953E-1
3.020563812E1,-9.324987495E-1,-4.790977541E-1,1.617357391E-1,1.060776614E0
3.021564412E1,-1.082192148E0,-5.902176556E-1,-1.753579974E-3,1.232679926E0
3.022565112E1,-1.161509482E0,-5.887029344E-1,-1.184306753E-1,1.307555447E0
3.023565712E1,-1.049039605E0,-5.006321722E-1,-2.246102643E-1,1.183877711E0
3.024566312E1,-8.535370722E-1,-4.023740986E-1,-2.415712827E-1,9.740570484E-1
3.025567012E1,-7.737320803E-1,-3.479455841E-1,-2.397416890E-1,8.815914808E-1
3.026567612E1,-7.653736317E-1,-3.591514805E-1,-2.495293432E-1,8.815052327E-1
3.027568213E1,-8.599073213E-1,-4.387817869E-1,-2.868035889E-1,1.007088058E0
3.028568912E1,-9.426359942E-1,-5.079429460E-1,-2.862124354E-1,1.108370972E0
3.029569512E1,-1.015376599E0,-5.275770190E-1,-2.366374022E-1,1.168470971E0
3.030570212E1,-1.048603183E0,-5.539675498E-1,-2.051179862E-1,1.203545624E0
3.031570812E1,-1.066020942E0,-5.767214048E-1,-1.927710056E-1,1.227260726E0
3.032571412E1,-1.077383252E0,-6.069672972E-1,-1.239445996E-1,1.242789698E0
3.033572112E1,-1.090880233E0,-6.021521151E-1,-5.181393206E-2,1.247113281E0
3.034572712E1,-1.022248832E0,-5.688411123E-1,-2.331752658E-2,1.170092557E0
3.035573313E1,-8.550368831E-1,-5.172560987E-1,-6.324173033E-2,1.001319859E0
3.036574012E1,-5.460024726E-1,-3.946075344E-1,-9.811569393E-2,6.807793297E-1
3.037574612E1,-2.316288234E-1,-2.237656340E-1,-8.701767862E-2,3.336091234E-1
3.038575212E1,-1.826657014E-1,-1.388418433E-1,-5.812132359E-4,2.294431383E-1
3.039575913E1,-3.643961406E-1,-1.763689810E-1,-1.613597631E-2,4.051554448E-1
3.040576512E1,-4.301537816E-1,-2.620751292E-1,-1.377247328E-1,5.221912975E-1
3.041577212E1,-4.517824861E-1,-2.541822651E-1,-1.561446315E-1,5.413845072E-1
3.042577812E1,-5.730341506E-1,-2.510969818E-1,-1.446817499E-1,6.421453424E-1
3.043578413E1,-6.720666879E-1,-3.120489424E-1,-3.734441221E-2,7.419183113E-1
3.044579112E1,-7.422327641E-1,-3.773801753E-1,5.283251703E-2,8.343359921E-1
3.045579712E1,-7.497396389E-1,-3.690183645E-1,1.030641925E-1,8.419657399E-1
3.046580312E1,-7.030038674E-1,-3.698053998E-1,1.031039536E-1,8.009999354E-1
3.047581013E1,-5.217122617E-1,-2.846243316E-1,1.137488097E-1,6.050896511E-1
3.048581612E1,-3.181109702E-1,-1.333741120E-1,2.974654019E-2,3.462197275E-1
3.049582212E1,-2.357169043E-1,-4.631053269E-2,-8.166513741E-2,2.537248885E-1
3.050582912E1,-3.125224207E-1,-9.458631456E-2,5.737171054E-2,3.315242790E-1
3.051583512E1,-4.309447637E-1,-1.905221665E-1,-6.163550019E-2,4.751957704E-1
3.052584212E1,-5.240842579E-1,-2.236445966E-1,-6.905093908E-2,5.739766956E-1
3.053584812E1,-5.890720399E-1,-3.110812283E-1,-2.810581148E-2,6.667588285E-1
3.054585412E1,-5.748453987E-1,-3.481002429E-1,-2.723633051E-3,6.720330570E-1
3.055586113E1,-4.952259828E-1,-3.099898455E-1,6.975728273E-3,5.842868637E-1
3.056586712E1,-4.542061570E-1,-2.539325890E-1,-3.726255119E-2,5.217024924E-1
3.057587312E1,-4.032837061E-1,-2.279925862E-1,-1.085570669E-1,4.758182465E-1
3.058588012E1,-1.740829390E-1,-1.348400089E-1,-2.175164223E-1,3.095158988E-1
3.059588612E1,-1.706999592E-2,-1.211572319E-2,-1.990941846E-1,2.001915829E-1
3.060589212E1,-9.710536815E-2,5.762781858E-2,-1.020765978E-1,1.522171141E-1
3.061589912E1,-1.814727232E-1,3.332912922E-3,-7.065132201E-2,1.947692657E-1
3.062590512E1,-2.903746296E-1,-1.338977301E-1,-6.308560967E-2,3.259230305E-1
3.063591212E1,-4.314493784E-1,-2.356158936E-1,-1.092142940E-1,5.035783727E-1
3.064591812E1,-5.011275776E-1,-2.622101998E-1,-1.226009095E-1,5.787175657E-1
3.065592412E1,-5.199651868E-1,-2.330399027E-1,-1.668608236E-1,5.937288322E-1
3.066593112E1,-5.338137323E-1,-2.327028108E-1,-2.050788099E-1,6.173856309E-1
3.067593712E1,-5.570923749E-1,-1.983027640E-1,-1.420569348E-1,6.081579344E-1
3.068594312E1,-6.586772950E-1,-2.467326200E-1,-8.294041514E-2,7.082456334E-1
3.069595012E1,-7.977936651E-1,-2.994157407E-1,-2.232349992E-2,8.524217597E-1
3.070595625E1,-8.494478220E-1,-3.785157046E-1,-3.703041673E-3,9.299728240E-1
3.071596225E1,-7.957272591E-1,-4.196318632E-1,-3.197608352E-2,9.001640080E-1
3.072596925E1,-6.436948282E-1,-3.776827687E-1,7.372169495E-3,7.463522322E-1
3.073597525E1,-5.317691803E-1,-2.992277527E-1,1.038073736E-1,6.189440039E-1
3.074598225E1,-4.095318945E-1,-1.712409729E-1,1.605470002E-1,4.720330314E-1
3.075598825E1,-1.781787673E-1,-1.291357577E-2,1.107357395E-1,2.101828670E-1
3.076599425E1,-9.138299055E-2,1.851520836E-3,1.196445572E-1,1.505626088E-1
3.077600125E1,-1.654769339E-2,-1.154269606E-2,1.299344873E-1,1.314915624E-1
3.078600725E1,-1.502416480E-1,-4.122725576E-2,1.096499115E-1,1.905133657E-1
3.079601325E1,-3.104527257E-1,-1.617474335E-1,7.369187415E-2,3.577340066E-1
3.080602025E1,-4.692565978E-1,-3.081348163E-1,-2.617681503E-2,5.619911433E-1
3.081602625E1,-5.900219201E-1,-3.824444488E-1,-1.078390288E-1,7.113500395E-1
3.082603325E1,-6.002923351E-1,-3.430722222E-1,-1.794375998E-1,7.143159591E-1
3.083603925E1,-5.191788094E-1,-2.875096402E-1,-1.980738455E-1,6.256530009E-1
3.084604525E1,-4.822105193E-1,-1.939252460E-1,-2.453380591E-1,5.747388530E-1
3.085605225E1,-4.530237769E-1,-1.602829984E-1,-3.575648385E-1,5.989772915E-1
3.086605825E1,-4.091184964E-1,-1.341029674E-1,-5.393571121E-1,6.901214707E-1
3.087606425E1,-3.010812470E-1,-8.873412877E-2,-6.681215715E-1,7.381802607E-1
3.088607125E1,-2.054639221E-1,-6.041372448E-2,-7.595462966E-1,7.891614651E-1
3.089607725E1,-2.123432444E-1,-5.801081121E-2,-8.101229578E-1,8.394963457E-1
3.090608325E1,-2.745078445E-1,-1.251023483E-1,-7.462918282E-1,8.049575436E-1
3.091609025E1,-4.395264298E-1,-2.895634747E-1,-5.313704002E-1,7.479204440E-1
3.092609625E1,-5.185632437E-1,-3.708888888E-1,-3.733271778E-1,7.388095744E-1
3.093610325E1,-3.857303647E-1,-4.025594553E-1,-3.809490234E-1,6.752512034E-1
3.094610925E1,-3.019033655E-1,-4.303834310E-1,-5.076213491E-1,7.307906498E-1
3.095611525E1,-2.358477357E-1,-4.065510571E-1,-6.755118674E-1,8.229363277E-1
3.096612225E1,-2.223521427E-1,-3.759587172E-1,-8.936305529E-1,9.946662744E-1
3.097612825E1,-1.624045875E-1,-3.487302804E-1,-1.180283868E0,1.241393599E0
3.098613425E1,-7.685156330E-2,-2.963938996E-1,-1.484871179E0,1.516112768E0
3.099614125E1,-3.472047418E-2,-2.393158655E-1,-1.817746149E0,1.833760796E0
3.100614725E1,3.789361194E-3,-1.847674830E-1,-2.210949183E0,2.218659431E0
3.101615325E1,5.600273117E-2,-8.697250888E-2,-2.760447705E0,2.762385212E0
3.102616025E1,6.539818347E-3,-1.766782987E-1,-3.480733457E0,3.485220709E0
3.103616625E1,1.170612574E-3,-3.421504086E-1,-4.339285394E0,4.352753841E0
3.104617325E1,-3.974089354E-2,-7.037398857E-1,-5.041849405E0,5.090881513E0
3.105617925E1,-2.296223514E-1,-1.352167596E0,-5.186563314E0,5.364841344E0
3.106618525E1,-3.098957053E-1,-1.868231448E0,-4.904723427E0,5.257626459E0
3.107619225E1,-2.832303554E-1,-2.315778065E0,-4.083597178E0,4.703064256E0
3.108619825E1,-2.459759903E-1,-2.644231955E0,-3.034744100E0,4.032634198E0
3.109620425E1,-2.828206117E-1,-3.006635950E0,-1.985703326E0,3.614258559E0
3.110621125E1,-3.970225076E-1,-3.222352599E0,-7.610724199E-1,3.334728530E0
3.111621725E1,-3.034795555E-1,-3.033329074E0,6.954040951E-1,3.126783006E0
3.112622325E1,-3.695725344E-2,-2.650612145E0,2.333240774E0,3.531447733E0
3.113623025E1,-8.504716694E-2,-2.274121039E0,4.529545605E0,5.069086990E0
3.114623625E1,-2.670131028E-1,-2.043912942E0,6.608586280E0,6.922592631E0
3.115624225E1,-3.713727459E-1,-1.642388152E0,8.048387121E0,8.222645061E0
3.116624925E1,-6.575030279E-1,-1.133740032E0,8.772061334E0,8.869427081E0
3.117625525E1,-6.233792621E-1,-1.206709482E0,8.883753093E0,8.986980500E0
3.118626225E1,-2.068588485E-1,-1.084873096E0,8.405040379E0,8.477289896E0
3.119626825E1,1.612051043E-1,-9.438479027E-1,7.530602142E0,7.591232085E0
3.120627425E1,4.892215136E-1,-8.724931607E-1,6.576724218E0,6.652359239E0
3.121628125E1,5.172233543E-1,-8.901926824E-1,5.963918476E0,6.052130748E0
3.122628725E1,3.551771280E-1,-9.467136231E-1,5.835309552E0,5.922267728E0
3.123629325E1,-1.852690279E-2,-9.502111351E-1,5.784547534E0,5.862101553E0
3.124630025E1,-5.906246218E-1,-1.155810347E0,5.826262155E0,5.969092536E0
3.125630625E1,-7.990455540E-1,-1.654444233E0,5.978421324E0,6.254372954E0
3.126631225E1,-6.401731963E-1,-2.362881480E0,6.066939983E0,6.542231376E0
