"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.493502312E1,-7.029274151E-2,4.192219734E-2,-2.589994937E-1,2.716234119E-1
4.494503012E1,-7.841759384E-2,4.024667770E-2,-3.724676371E-1,3.827548233E-1
4.495503612E1,-9.204884224E-2,6.759147406E-2,-4.624749970E-1,4.763661613E-1
4.496504312E1,-1.102222443E-1,1.066646156E-1,-5.318779385E-1,5.535525493E-1
4.497504912E1,-1.056740607E-1,1.112590653E-1,-5.932450515E-1,6.127685353E-1
4.498505512E1,-1.255054042E-1,8.131342739E-2,-6.200902033E-1,6.378678078E-1
4.499506212E1,-1.474232901E-1,5.264803737E-2,-6.247521883E-1,6.440657879E-1
4.500506812E1,-1.721249257E-1,4.619651198E-2,-6.367793262E-1,6.612480760E-1
4.501507412E1,-1.908207399E-1,1.694289207E-2,-5.984116513E-1,6.283280359E-1
4.502508112E1,-1.847492836E-1,1.037296057E-3,-4.289301056E-1,4.670272039E-1
4.503508712E1,-1.834302614E-1,-8.384117872E-2,-2.883922774E-1,3.519177598E-1
4.504509412E1,-1.549596933E-1,-1.270003545E-1,-2.486949456E-1,3.193599420E-1
4.505510012E1,-9.441133663E-2,-1.079583120E-1,-1.994596356E-1,2.456677510E-1
4.506510612E1,-4.902283676E-2,-6.856386602E-2,3.953302503E-3,8.437932714E-2
4.507511312E1,6.493332982E-4,-8.137891620E-2,2.533195084E-1,2.660708984E-1
4.508511912E1,-1.235114671E-2,-1.306645122E-1,3.479362285E-1,3.718674289E-1
4.509512612E1,-8.204314163E-2,-1.620710769E-1,3.223926669E-1,3.700474872E-1
4.510513212E1,-1.512502196E-1,-1.813440844E-1,2.016739762E-1,3.105393672E-1
4.511513812E1,-1.409346166E-1,-1.381138650E-1,1.974376684E-1,2.791408941E-1
4.512514512E1,-8.736112945E-2,-8.600786448E-2,2.589673340E-1,2.865194580E-1
4.513515112E1,-3.238655806E-2,-6.299410075E-2,3.229054677E-1,3.305829502E-1
4.514515712E1,-3.804447010E-2,-2.308656156E-2,3.730582058E-1,3.757030689E-1
4.515516412E1,-1.124084817E-1,-2.154698968E-2,3.504587173E-1,3.686749952E-1
4.516517012E1,-1.539706367E-1,-4.610237181E-2,3.502698523E-1,3.853846845E-1
4.517517712E1,-1.177121986E-1,-1.825471491E-2,3.881726736E-1,4.060386938E-1
4.518518312E1,-6.553566612E-2,3.557416767E-2,3.718390614E-1,3.792423137E-1
4.519518912E1,-1.221952589E-1,5.509538949E-2,2.542205644E-1,2.873939432E-1
4.520519612E1,-1.562970977E-1,3.452108413E-2,1.322511542E-1,2.076315385E-1
4.521520212E1,-1.678850365E-1,1.170086324E-2,1.010164976E-1,1.962820126E-1
4.522520912E1,-1.620328325E-1,5.069126666E-2,1.695897192E-1,2.399685733E-1
4.523521512E1,-7.463004163E-2,7.654034525E-2,1.868571317E-1,2.152757656E-1
4.524522112E1,4.761031391E-2,7.990424842E-2,2.704413253E-1,2.859894077E-1
4.525522812E1,2.049324833E-2,7.612870127E-2,3.259430963E-1,3.353422944E-1
4.526523412E1,-5.989485718E-2,2.637737453E-2,2.395709503E-1,2.483493507E-1
4.527524112E1,-1.268705463E-1,-3.716110200E-2,5.385461032E-2,1.427494381E-1
4.528524712E1,-2.082534094E-1,-3.235089004E-2,-8.123653650E-2,2.258659724E-1
4.529525312E1,-2.269120207E-1,-3.934123635E-2,-1.407243544E-1,2.698891290E-1
4.530526012E1,-2.410717113E-1,-4.460519224E-2,-7.088521063E-2,2.552056156E-1
4.531526612E1,-2.056470861E-1,-7.175995409E-2,1.261256111E-1,2.516900570E-1
4.532527212E1,-5.816543352E-2,-6.273302257E-2,3.006234831E-1,3.125589998E-1
4.533527912E1,1.887414335E-1,-5.178645015E-2,3.804274517E-1,4.278203024E-1
4.534528512E1,3.437333230E-1,5.309037924E-2,3.617444283E-1,5.018268796E-1
4.535529212E1,3.127871534E-1,1.415034959E-1,1.633267665E-1,3.801771631E-1
4.536529812E1,2.857915820E-1,1.287945727E-1,-2.101711500E-1,3.774079790E-1
4.537530412E1,1.545257568E-1,1.037921709E-1,-4.913573188E-1,5.254360465E-1
4.538531112E1,-1.136998393E-2,1.266541994E-1,-6.446409076E-1,6.570635149E-1
4.539531712E1,-9.089248225E-2,1.457864352E-1,-7.244162250E-1,7.445092310E-1
4.540532412E1,-9.870699361E-2,1.540494280E-1,-7.159722608E-1,7.389794145E-1
4.541533012E1,-1.161587396E-1,1.810872455E-1,-7.107623917E-1,7.426093325E-1
4.542533612E1,-1.391304034E-1,2.323527087E-1,-7.644883633E-1,8.110410026E-1
4.543534312E1,-1.950941044E-1,2.915858804E-1,-9.568985957E-1,1.019185438E0
4.544534912E1,-2.240536094E-1,3.784092852E-1,-1.339184293E0,1.409541832E0
4.545535612E1,-2.480464894E-1,5.941107318E-1,-1.975791711E0,2.078039342E0
4.546536212E1,-3.025758684E-1,7.670647927E-1,-2.571570361E0,2.700539700E0
4.547536812E1,-4.399278411E-1,8.301673593E-1,-2.721708148E0,2.879307137E0
4.548537512E1,-5.467136402E-1,7.813030551E-1,-2.525972019E0,2.699974983E0
4.549538112E1,-6.370341186E-1,6.170604685E-1,-2.231752991E0,2.401519832E0
4.550538712E1,-8.119866116E-1,3.853749271E-1,-1.882471318E0,2.086033163E0
4.551539412E1,-6.751037318E-1,2.069928959E-1,-1.580527534E0,1.731091677E0
4.552540012E1,-5.435923965E-1,-1.024166134E-1,-1.204334051E0,1.325293312E0
4.553540712E1,-1.010480141E0,-7.727627581E-1,-8.957589394E-1,1.555833048E0
4.554541312E1,-2.517473091E0,-1.439768973E0,-8.328107393E-1,3.017313240E0
4.555541912E1,-4.002824326E0,-2.430982246E0,-1.100593336E0,4.810777791E0
4.556542612E1,-4.600637807E0,-4.235696706E0,-1.893012679E0,6.533796126E0
4.557543212E1,-3.924755811E0,-5.141967770E0,-1.880618920E0,6.736487827E0
4.558543912E1,-1.021962318E0,-3.367241925E0,-4.255439830E-1,3.544546916E0
4.559544512E1,2.161157802E0,-6.106896347E-1,9.797588700E-1,2.450198425E0
4.560545112E1,3.257316025E0,2.913975123E0,1.206107512E0,4.533878476E0
4.561545812E1,4.936214776E0,4.998968849E0,5.356257114E-1,7.045764740E0
4.562546412E1,5.462969969E0,4.571377171E0,4.783782542E-2,7.123469560E0
4.563547012E1,3.926478401E0,3.725531818E0,-1.701452047E-1,5.415327262E0
4.564547712E1,2.451340789E0,1.863391854E0,-1.601675159E0,3.470830474E0
4.565548312E1,1.839015689E0,-5.110981035E-1,-2.836702414E0,3.419075981E0
4.566549012E1,6.799317777E-2,-2.954683439E0,-2.806293969E0,4.075544520E0
4.567549612E1,-1.942337451E0,-3.903570179E0,-3.078453206E0,5.337359746E0
4.568550212E1,-1.805424312E0,-2.803284992E0,-4.074517622E0,5.264946110E0
4.569550912E1,-1.092058155E0,-1.829194998E0,-4.844387763E0,5.292129831E0
4.570551512E1,2.999025214E-1,-1.263057053E0,-5.021533839E0,5.186622864E0
4.571552187E1,1.707179394E0,-1.975601676E-1,-2.558185207E0,3.081850590E0
4.572552787E1,1.636470770E0,1.661167070E0,7.893179798E-1,2.461815486E0
4.573553387E1,2.820521414E-1,3.096284875E0,2.116417247E0,3.761084339E0
4.574554087E1,-2.262270779E0,2.495695721E0,1.172601212E0,3.566701531E0
4.575554687E1,-3.995017124E0,3.852042615E-1,1.328711929E0,4.227767677E0
4.576555287E1,-3.808136019E0,-7.315651039E-1,1.920973479E0,4.327496568E0
4.577555987E1,-2.012872998E0,3.746302298E-1,2.115377612E0,2.943947683E0
4.578556588E1,5.724877283E-1,1.569161862E0,1.556777313E0,2.283323620E0
4.579557287E1,3.398131011E0,2.213881123E0,3.189814013E-1,4.068207606E0
4.580557887E1,4.759375387E0,2.574848310E0,-5.086539674E-1,5.435092156E0
4.581558487E1,5.151802787E0,1.849833622E0,-1.615482189E0,5.707253200E0
4.582559188E1,3.289921854E0,6.576594409E-1,-1.940740576E0,3.875896764E0
4.583559787E1,1.769062670E-1,-1.653475642E-1,-1.475519142E0,1.495256628E0
4.584560487E1,-1.130468368E0,-1.846104560E0,-4.782665724E-1,2.216934752E0
4.585561087E1,-2.566080118E0,-2.490140866E0,3.332726980E0,4.888009598E0
4.586561688E1,-2.866127357E0,-2.683336380E0,8.004235965E0,8.915311186E0
4.587562387E1,-1.943043210E0,-2.986933756E0,1.140212198E1,1.194594390E1
4.588562987E1,-9.666154987E-1,-2.604147246E0,1.132596082E1,1.166161725E1
4.589563687E1,3.370165533E-1,-1.598732547E0,8.275194769E0,8.434949578E0
4.590564288E1,2.486452442E0,-8.319400889E-1,7.413477150E0,7.863473374E0
4.591564887E1,2.462368346E0,-3.824470800E-1,8.448568221E0,8.808395349E0
4.592565587E1,-6.801621580E-1,-1.552230518E0,3.501248413E0,3.889830407E0
4.593566187E1,4.078064543E-1,-4.868532085E0,-4.611194955E0,6.718037636E0
4.594566787E1,2.647437399E0,-5.894223173E0,-1.051244239E1,1.233945852E1
4.595567487E1,-7.049490899E-1,-1.643570459E0,-1.024434287E1,1.039927103E1
4.596568087E1,-1.648030715E0,8.859139824E-1,-7.175444017E0,7.415378997E0
4.597568787E1,-1.778638802E0,1.712614235E0,-3.753417774E0,4.492743983E0
4.598569388E1,-1.280922051E0,2.298406572E0,-7.115236992E-1,2.725747612E0
4.599569987E1,-8.403431225E-1,1.850032135E0,-4.662160456E-2,2.032478546E0
4.600570687E1,1.070605013E0,1.075141429E0,1.684091663E-1,1.526592884E0
4.601571287E1,3.513776658E0,2.243350651E0,6.004125684E-1,4.211857523E0
4.602571988E1,4.610025512E0,3.543554188E0,6.265513766E-1,5.848220082E0
4.603572587E1,5.096014502E0,3.194139491E0,-9.487592715E-1,6.088680896E0
4.604573187E1,3.899903683E0,2.196187302E0,-1.557442726E0,4.738999393E0
4.605573887E1,1.832749812E0,1.866453456E0,-1.101694951E0,2.838371389E0
4.606574487E1,3.512790817E-1,1.114548008E0,-9.209364653E-4,1.168595355E0
4.607575187E1,-1.815987307E-1,3.245421034E-1,2.331458543E0,2.360932996E0
4.608575787E1,6.144020319E-2,1.831698775E-2,5.392789348E0,5.393170437E0
4.609576387E1,1.280778794E0,-1.088418263E-1,9.094148777E0,9.184540426E0
4.610577088E1,1.426915916E0,-4.240564513E-1,1.243153248E1,1.252033996E1
4.611577687E1,-1.036139477E0,-1.566845049E0,1.219863905E1,1.234242209E1
4.612578387E1,-5.327545531E0,-3.670137051E0,2.287260025E0,6.861793190E0
4.613578987E1,-4.086785665E0,-7.103250200E0,-8.062735019E0,1.149633317E1
4.614579587E1,-1.387031474E0,-6.623579711E0,-1.070810777E1,1.266725055E1
4.615580287E1,-4.060665568E0,-2.920369638E0,-9.022463667E0,1.031612400E1
4.616580887E1,-4.108845456E0,-1.446418427E0,-6.105539793E0,7.500156892E0
4.617581487E1,-3.617953283E0,-1.206570903E0,-3.088063690E0,4.907294230E0
4.618582187E1,-1.337033687E0,-2.599295518E0,-7.149992841E-1,3.009189301E0
4.619582787E1,2.325648019E0,-1.414060959E0,4.226393786E0,5.026988317E0
4.620583487E1,4.676842522E0,1.696582339E0,9.700613213E0,1.090197892E1
4.621584087E1,4.822007837E0,1.378560466E0,1.046272351E1,1.160261918E1
4.622584687E1,4.080688773E0,-7.628970435E-1,8.571164453E0,9.523596634E0
4.623585387E1,1.721579332E0,-1.442316605E0,5.914329994E0,6.326405920E0
4.624585987E1,-9.490133330E-1,-1.120984915E0,2.930367792E0,3.277848210E0
4.625586687E1,-2.248409954E0,-1.851118402E0,2.685950085E0,3.961857458E0
4.626587287E1,-3.094385700E0,-1.979429263E0,4.607369122E0,5.892470899E0
4.627587887E1,-4.774170304E0,-2.037462294E0,7.347593647E0,8.996170691E0
4.628588587E1,-5.258700414E0,-1.880217217E0,6.780604348E0,8.784403346E0
4.629589187E1,-4.048641354E0,-1.531757662E0,-4.464115262E-2,4.328945735E0
4.630589887E1,-2.748085522E0,-3.099694094E0,-4.350568766E0,6.007289414E0
4.631590487E1,-2.834174663E0,-2.853561691E0,-4.327792107E0,5.908057622E0
4.632591087E1,-3.584832022E0,-1.492348744E0,-3.762486806E0,5.406887493E0
4.633591787E1,-2.463285482E0,-1.092327858E0,-3.508595440E0,4.423934614E0
4.634592387E1,-1.224145149E0,-5.494236785E-1,-2.813283146E0,3.116883024E0
4.635592987E1,1.121019780E0,1.564536569E-1,-7.390599918E-1,1.351803523E0
4.636593687E1,3.451913408E0,1.210190622E0,1.092302569E0,3.817511286E0
4.637594287E1,5.397503958E0,1.615918099E0,2.922696245E0,6.347156341E0
4.638594987E1,6.425984752E0,2.234616373E0,5.117189609E0,8.513073467E0
4.639595587E1,6.013508127E0,1.834329438E0,5.568572438E0,8.398573895E0
4.640596187E1,4.361220639E0,6.483056501E-1,5.008990976E0,6.673120430E0
4.641596887E1,1.967680161E0,-1.773438580E-1,3.437880383E0,3.965127689E0
4.642597487E1,5.397687560E-1,-1.268635589E0,2.592505147E0,2.936302012E0
4.643598187E1,1.711099952E-1,-1.995495804E0,3.072190254E0,3.667374414E0
4.644598787E1,-3.986701798E-1,-2.070195884E0,4.355416108E0,4.838832337E0
4.645599387E1,-1.762205202E0,-2.341992010E0,5.623169644E0,6.341161613E0
4.646600087E1,-2.872420716E0,-2.981729735E0,3.655859320E0,5.523297959E0
4.647600687E1,-3.209798627E0,-3.147355334E0,6.173297328E-1,4.537592844E0
4.648601287E1,-4.162536929E0,-3.252182462E0,9.996399879E-2,5.283313094E0
4.649601987E1,-5.919058637E0,-3.741628034E0,-5.934263152E-1,7.027602029E0
4.650602587E1,-6.129860117E0,-3.737626784E0,-1.702717969E0,7.378637239E0
4.651603287E1,-5.007493504E0,-3.225940450E0,-1.773955767E0,6.215191232E0
4.652603887E1,-2.857622582E0,-2.853869255E0,-4.396778727E-1,4.062498391E0
4.653604487E1,2.010674737E-1,-2.555662426E0,1.789793535E0,3.126531538E0
4.654605187E1,2.928896048E0,-1.521744890E0,4.795544216E0,5.821630691E0
4.655605787E1,4.037419670E0,1.626058048E-1,7.434747566E0,8.461836066E0
4.656606487E1,4.166152554E0,4.511284751E-1,8.776420434E0,9.725528244E0
4.657607087E1,3.578897683E0,3.758812416E-1,7.689853984E0,8.490209045E0
4.658607687E1,2.364983846E0,-3.073559672E-2,4.826968907E0,5.375288095E0
4.659608387E1,6.967530477E-1,-8.892357856E-1,1.737718817E0,2.072648494E0
4.660608987E1,-8.890233855E-1,-1.319887604E0,-1.508833069E-1,1.598509193E0
4.661609687E1,-1.719522867E0,-1.157269081E0,-7.045134723E-1,2.189148201E0
4.662610287E1,-1.971895711E0,-5.654560129E-1,2.593649447E-2,2.051532573E0
4.663610887E1,-2.297668653E0,-1.513408515E-1,1.154497063E0,2.575858839E0
4.664611587E1,-2.752791361E0,-4.652356137E-1,1.429278776E0,3.136421890E0
4.665612187E1,-2.909829447E0,-1.096931663E0,-5.739334524E-2,3.110250871E0
4.666612787E1,-2.665364962E0,-1.505154001E0,-2.017387633E0,3.665993973E0
4.667613487E1,-2.349862654E0,-1.585886507E0,-2.759478822E0,3.956212061E0
4.668614087E1,-2.314760649E0,-1.211921690E0,-3.206126575E0,4.135954384E0
4.669614787E1,-1.822894915E0,-7.766743992E-1,-3.926690655E0,4.398302910E0
4.670615387E1,-1.094785004E0,-4.144730110E-1,-4.099347239E0,4.263213561E0
4.671615987E1,-2.587144420E-1,3.600174531E-2,-3.079444894E0,3.090503219E0
4.672616687E1,7.890726891E-1,5.414341161E-1,-1.365130727E0,1.667143819E0
4.673617287E1,1.573168813E0,9.033275022E-1,3.414101511E-1,1.845920253E0
4.674617987E1,1.792745502E0,8.545971724E-1,1.744881071E0,2.643649507E0
4.675618587E1,1.910072807E0,3.798889963E-1,2.766383214E0,3.383130188E0
4.676619187E1,1.685443101E0,1.478984495E-1,2.945400399E0,3.396759619E0
4.677619887E1,7.660622875E-1,-3.175257370E-3,2.324956439E0,2.447914205E0
4.678620487E1,-1.275599331E-1,-4.987612094E-1,1.172945613E0,1.280951088E0
4.679621187E1,-8.740587527E-1,-7.718811442E-1,-8.935013294E-2,1.169513852E0
4.680621787E1,-1.541834461E0,-8.223060702E-1,-1.060691936E0,2.044139957E0
4.681622387E1,-1.871419788E0,-7.842149685E-1,-1.895184335E0,2.776495778E0
4.682623087E1,-1.910923870E0,-6.245354028E-1,-2.364580096E0,3.103693531E0
4.683623687E1,-1.520309399E0,-4.874632193E-1,-2.296731344E0,2.797129945E0
4.684624287E1,-9.137379581E-1,-2.018923697E-1,-1.921598547E0,2.137339131E0
4.685624987E1,-4.357035202E-1,4.696542084E-2,-1.271831970E0,1.345213688E0
4.686625587E1,-8.104562491E-2,1.014086996E-1,-6.423178089E-1,6.553047270E-1
4.687626287E1,7.371672481E-2,8.070473224E-2,-6.991223395E-2,1.297502593E-1
4.688626887E1,5.976322174E-2,-7.410512611E-2,3.142451566E-1,3.283492514E-1
4.689627487E1,-7.530862927E-2,-1.451005568E-1,5.457685840E-1,5.697270474E-1
4.690628187E1,-1.585092455E-1,-2.343397388E-1,5.050766408E-1,5.789151123E-1
4.691628787E1,-1.047470212E-1,-2.564011373E-1,3.718016392E-1,4.636269411E-1
4.692629487E1,-5.648848861E-2,-1.734004958E-1,2.997931784E-1,3.509054447E-1
4.693630087E1,4.329483122E-2,-4.175774440E-2,2.571166903E-1,2.640589783E-1
4.694630687E1,1.881359178E-1,9.985772565E-2,1.980411011E-1,2.908383858E-1
4.695631387E1,2.713321486E-1,1.587143366E-1,1.536999106E-1,3.499071849E-1
4.696631987E1,2.310571119E-1,1.481146502E-1,1.968722427E-1,3.377632581E-1
4.697632687E1,2.606174183E-1,1.956013504E-1,3.292169523E-1,4.632117536E-1
4.698633287E1,2.303829280E-1,2.878943869E-1,3.059497118E-1,4.791291034E-1
4.699633887E1,3.368990242E-1,3.055706660E-1,2.287331361E-1,5.091102356E-1
4.700634587E1,3.133560875E-1,3.280945793E-1,1.021520269E-1,4.650517467E-1
4.701635187E1,7.607432216E-2,2.053670776E-1,8.542782068E-2,2.350762676E-1
4.702635787E1,-1.499167621E-2,-3.098936588E-2,1.698791564E-2,3.838854557E-2
4.703636487E1,-1.230743878E-1,-2.633021674E-1,-1.284633279E-2,2.909301712E-1
4.704637087E1,-2.014260542E-1,-3.088047610E-1,-1.717444181E-2,3.690905000E-1
4.705637787E1,-6.341524646E-2,-2.268757680E-1,-8.745738924E-2,2.512825154E-1
4.706638387E1,3.506981608E-1,-3.108043626E-2,6.931640267E-2,3.588313771E-1
4.707638987E1,8.741569859E-1,3.226417583E-1,3.985947508E-1,1.013472208E0
4.708639687E1,1.240767613E0,5.477357335E-1,3.904887557E-1,1.411382362E0
4.709640287E1,1.247780325E0,5.355827343E-1,7.559982061E-2,1.359970565E0
4.710640987E1,7.586954536E-1,1.961793476E-1,-2.236460584E-1,8.149372290E-1
4.711641587E1,1.482348471E-1,-5.915554985E-2,-3.296753740E-1,3.662769461E-1
4.712642187E1,-2.634868297E-1,-6.297144279E-2,-4.271624923E-1,5.058245811E-1
4.713642887E1,-5.180225956E-1,-9.255674601E-2,-6.275646991E-1,8.189942688E-1
4.714643487E1,-5.501268062E-1,8.058479123E-2,-7.775364250E-1,9.558746276E-1
4.715644187E1,-3.839848246E-1,1.932594674E-1,-9.283589208E-1,1.023056134E0
4.716644787E1,-2.798471564E-1,3.125721952E-1,-1.115777385E0,1.192046552E0
4.717645387E1,-2.497312915E-1,4.523153868E-1,-1.374935923E0,1.468810308E0
4.718646087E1,-4.576351105E-1,4.243248385E-1,-1.708303814E0,1.818731257E0
4.719646687E1,-8.615749472E-1,3.722482203E-1,-2.162951143E0,2.357803591E0
4.720647287E1,-1.290637785E0,4.201953886E-1,-2.996235507E0,3.289336904E0
4.721647987E1,-1.847544876E0,4.082862914E-1,-3.852910488E0,4.292439748E0
4.722648587E1,-2.335422078E0,1.157222450E-1,-4.314116054E0,4.907054641E0
4.723649287E1,-3.130051084E0,-4.536850239E-1,-4.225647097E0,5.278176131E0
4.724649887E1,-3.739815104E0,-1.353715793E0,-4.349139122E0,5.893536677E0
4.725650487E1,-4.045195882E0,-2.627946875E0,-4.812527454E0,6.813966172E0
4.726651187E1,-3.726295465E0,-3.565924173E0,-4.899829307E0,7.114029824E0
4.727651787E1,-1.799111658E0,-3.539756421E0,-4.393182689E0,5.921717016E0
4.728652487E1,1.154005896E0,-2.258085634E0,-2.678236438E0,3.688310014E0
4.729653087E1,3.125781155E0,1.929446679E-1,-6.494098967E-1,3.198354059E0
4.730653687E1,3.802125081E0,2.891593151E0,-1.658492553E-1,4.779641415E0
4.731654387E1,4.347605397E0,4.276065298E0,-5.586909306E-1,6.123605366E0
4.732654987E1,7.554220800E0,3.420131160E0,8.294295868E-1,8.333756805E0
4.733655687E1,1.025869428E1,2.922353014E0,2.872134202E0,1.104672396E1
4.734656287E1,8.190264546E0,2.877802493E0,4.130403847E0,9.613657809E0
4.735656887E1,2.864113576E0,1.070563205E0,4.688355982E-2,3.058014098E0
4.736657587E1,4.008578571E0,-2.418707187E0,-6.547943053E0,8.049497179E0
4.737658187E1,7.272346414E0,-2.934069664E0,-9.411140955E0,1.225011678E1
4.738658887E1,2.953989374E0,5.298922241E-1,-8.483234024E0,8.998449783E0
4.739659487E1,2.457392950E0,2.066361865E0,-6.755299938E0,7.479485859E0
4.740660087E1,1.871549304E0,2.351575888E0,-4.324474397E0,5.266278075E0
4.741660787E1,-8.411430216E-1,2.846834469E0,-1.866955147E0,3.506780518E0
4.742661387E1,-2.834609696E0,3.521307287E0,-4.485188627E-1,4.542662909E0
4.743661987E1,-2.437846585E0,3.257115758E0,-1.141120972E0,4.225406028E0
4.744662687E1,-1.115186524E0,2.651587460E0,-1.922614793E0,3.459913971E0
4.745663287E1,-1.921547091E-1,2.709891509E0,-2.127346278E0,3.450512659E0
4.746663987E1,4.704199013E-1,2.457537376E0,-3.241946619E0,4.095241472E0
4.747664587E1,8.311878446E-1,1.610577398E0,-5.323058962E0,5.623147651E0
4.748665187E1,1.041313971E0,2.300414067E0,-5.386471431E0,5.948975891E0
4.749665887E1,1.264777889E0,2.652549620E0,-2.988389128E0,4.191199372E0
4.750666487E1,1.018974391E0,1.581826785E0,-5.638838428E-1,1.964293709E0
4.751667187E1,4.287197520E-1,5.582023957E-1,3.972317648E-1,8.081977575E-1
4.752667787E1,-7.815911767E-1,-1.643702021E-1,1.495255834E-1,8.125639857E-1
4.753668387E1,-1.557103296E0,-1.101490956E0,1.653908336E-1,1.914473068E0
4.754669087E1,-9.077995259E-1,-1.755505462E0,1.652032549E0,2.575870911E0
4.755669687E1,5.476525569E-1,-1.919263169E0,4.184217235E0,4.635856803E0
4.756670387E1,2.049949023E0,-1.755719178E0,7.446675886E0,7.920721090E0
4.757670987E1,3.024416163E0,-1.581864792E0,9.956816568E0,1.052556818E1
4.758671587E1,2.951317781E0,-2.608889045E0,9.442812983E0,1.023148551E1
4.759672287E1,6.495899910E-1,-4.390984721E0,4.937561975E0,6.639445174E0
4.760672887E1,-7.676809430E-2,-4.547605023E0,-2.774598844E0,5.327757834E0
4.761673487E1,3.392572063E-1,-3.487176796E0,-4.867462045E0,5.997306414E0
4.762674187E1,5.025763714E-1,-2.007533028E0,-1.723574402E0,2.693228655E0
4.763674787E1,1.567486489E-1,-6.884770449E-1,1.242876558E0,1.429444968E0
4.764675487E1,-9.377469179E-1,1.066300439E0,1.134583200E0,1.817593174E0
4.765676087E1,-5.796529064E-1,5.963437103E-1,2.503525727E0,2.638041770E0
4.766676687E1,1.122668037E0,1.876753034E-1,4.250863214E0,4.400618548E0
4.767677387E1,1.992976677E0,5.698386472E-1,5.590349223E0,5.962271090E0
4.768677987E1,1.273505443E0,1.388710428E-1,5.873211204E0,6.011298622E0
4.769678687E1,8.917411713E-1,-8.988099434E-1,4.921332443E0,5.081591743E0
4.770679287E1,4.855344787E-1,-1.007231940E0,3.138604099E0,3.331830668E0
4.771679842E1,-3.440245874E-1,-6.154977270E-1,6.897153389E-1,9.863557256E-1
4.772680542E1,-6.498931691E-1,-5.342970778E-1,-1.067837234E0,1.359452410E0
4.773681142E1,-9.423744044E-1,-2.247068895E-1,-1.933284792E0,2.162441396E0
4.774681742E1,-1.386483589E0,-1.624406210E-1,-2.097100970E0,2.519237221E0
4.775682442E1,-1.544318066E0,-3.221304193E-1,-1.991616615E0,2.540713096E0
4.776683042E1,-1.406552549E0,-4.086654103E-1,-1.988590681E0,2.469795617E0
4.777683742E1,-1.167602135E0,-4.304419032E-1,-2.005132454E0,2.359900662E0
4.778684342E1,-8.237694821E-1,-4.685280347E-1,-2.021929750E0,2.233005731E0
4.779684942E1,-1.212735915E-1,-3.623677415E-1,-2.024175081E0,2.059927771E0
4.780685642E1,7.892007431E-1,1.284048557E-3,-1.645382511E0,1.824862480E0
4.781686242E1,1.368625608E0,3.423293334E-1,-9.234566152E-1,1.686148732E0
4.782686942E1,1.488782820E0,3.501119775E-1,-2.935606313E-1,1.557315166E0
4.783687542E1,1.333361635E0,1.862656859E-1,1.153410065E-1,1.351240802E0
4.784688142E1,1.274392027E0,1.619202188E-1,6.975845218E-2,1.286529998E0
4.785688842E1,1.162694128E0,1.356448781E-1,-3.203017026E-1,1.213610460E0
4.786689442E1,8.121674368E-1,9.863521904E-2,-5.968767571E-1,1.012722427E0
4.787690142E1,6.265555427E-1,2.182689589E-1,-9.260223734E-1,1.139179803E0
4.788690742E1,4.387075272E-1,2.705360502E-1,-1.156924827E0,1.266542184E0
4.789691342E1,2.615729264E-1,1.745502046E-1,-1.164455456E0,1.206169423E0
4.790692042E1,2.217048559E-1,1.119455284E-1,-1.083614191E0,1.111712444E0
4.791692642E1,5.038260676E-2,1.850351393E-2,-1.013264585E0,1.014685127E0
4.792693342E1,-1.447311589E-1,-1.015643817E-1,-9.166568881E-1,9.335535778E-1
4.793693942E1,-2.413851220E-1,-2.711693037E-1,-7.924456555E-1,8.716476841E-1
4.794694542E1,-2.141061799E-1,-3.534893292E-1,-5.970884264E-1,7.261616563E-1
4.795695242E1,-9.401862301E-2,-3.286170280E-1,-4.133303189E-1,5.363493312E-1
4.796695842E1,2.731948522E-1,-2.194898576E-1,-3.963213533E-1,5.290385997E-1
4.797696442E1,2.848388513E-1,-9.602005184E-2,-1.338556302E-1,3.290446038E-1
4.798697142E1,2.779707118E-1,4.588310122E-2,-2.770937026E-1,3.951631253E-1
4.799697742E1,3.096848401E-1,-3.250671834E-2,-3.795760971E-1,4.909576361E-1
4.800698442E1,3.839560271E-1,9.024680346E-2,-3.014514488E-1,4.964269254E-1
4.801699042E1,4.927952953E-1,1.951008287E-1,-2.966134626E-1,6.073640445E-1
4.802699642E1,4.289096403E-1,2.306644714E-1,-3.126348335E-1,5.787141928E-1
4.803700342E1,2.770923869E-1,1.737199000E-1,-2.453930229E-1,4.088722664E-1
4.804700942E1,1.187038864E-1,-2.508806348E-2,-6.167058349E-2,1.361002735E-1
4.805701642E1,-1.173972530E-1,-2.251102012E-1,1.091166455E-1,2.763388500E-1
4.806702242E1,-3.322155507E-1,-3.131610829E-1,1.535683483E-1,4.816848280E-1
4.807702842E1,-4.318668696E-1,-3.214030257E-1,9.169603586E-2,5.460925389E-1
4.808703542E1,-5.731117724E-1,-3.178797859E-1,-3.309524059E-2,6.562011558E-1
4.809704142E1,-6.476608483E-1,-2.663003272E-1,-1.872255063E-1,7.248681459E-1
4.810704842E1,-6.307504083E-1,-1.798141605E-1,-2.982693940E-1,7.205163713E-1
4.811705442E1,-5.595987839E-1,-1.859575376E-1,-5.911675358E-1,8.349910539E-1
